# time, angle, voltage, aVel, aAcceleration, goal, limitSensor, lastError
0.000000, 0.100000, 0.000000, 0.000000, 0.000000, 0.200000, 0.000000, 0.000000
0.010000, 0.100000, -4.000000, 0.000000, -0.547132, 0.197500, 0.000000, -0.002500
0.020000, 0.099972, -4.000000, -0.005526, -0.547132, 0.195000, 0.000000, -0.004972
0.030000, 0.099889, -4.000000, -0.011052, -0.547131, 0.192500, 0.000000, -0.007389
0.040000, 0.099750, -4.000000, -0.016578, -0.547131, 0.190000, 0.000000, -0.009750
0.050000, 0.099555, -4.000000, -0.022104, -0.547131, 0.187500, 0.000000, -0.012055
0.060000, 0.099304, -4.000000, -0.027630, -0.547131, 0.185000, 0.000000, -0.014304
0.070000, 0.098997, -4.000000, -0.033156, -0.547131, 0.182500, 0.000000, -0.016497
0.080000, 0.098635, -4.000000, -0.038682, -0.547131, 0.180000, 0.000000, -0.018635
0.090000, 0.098216, -4.000000, -0.044208, -0.547131, 0.177500, 0.000000, -0.020716
0.100000, 0.097742, -4.000000, -0.049734, -0.547131, 0.175000, 0.000000, -0.022742
0.110000, 0.097212, -4.000000, -0.055260, -0.547131, 0.172500, 0.000000, -0.024712
0.120000, 0.096626, -4.000000, -0.060786, -0.547131, 0.170000, 0.000000, -0.026626
0.130000, 0.095985, -4.000000, -0.066312, -0.547131, 0.167500, 0.000000, -0.028485
0.140000, 0.095287, -4.000000, -0.071838, -0.547131, 0.165000, 0.000000, -0.030287
0.150000, 0.094534, -4.000000, -0.077364, -0.547131, 0.162500, 0.000000, -0.032034
0.160000, 0.093725, -4.000000, -0.082890, -0.547131, 0.160000, 0.000000, -0.033725
0.170000, 0.092860, -4.000000, -0.088416, -0.547131, 0.157500, 0.000000, -0.035360
0.180000, 0.091940, -3.951048, -0.093942, -0.540435, 0.155000, 0.000000, -0.036940
0.190000, 0.090964, -3.896910, -0.099401, -0.533030, 0.152500, 0.000000, -0.038464
0.200000, 0.089933, -3.842424, -0.104784, -0.525577, 0.150000, 0.000000, -0.039933
0.210000, 0.088848, -3.787682, -0.110093, -0.518089, 0.147500, 0.000000, -0.041348
0.220000, 0.087710, -3.732714, -0.115325, -0.510570, 0.145000, 0.000000, -0.042710
0.230000, 0.086519, -3.677550, -0.120482, -0.503025, 0.142500, 0.000000, -0.044019
0.240000, 0.085277, -3.622218, -0.125563, -0.495456, 0.140000, 0.000000, -0.045277
0.250000, 0.083984, -3.566745, -0.130567, -0.487868, 0.137500, 0.000000, -0.046484
0.260000, 0.082640, -3.511160, -0.135494, -0.480265, 0.135000, 0.000000, -0.047640
0.270000, 0.081248, -3.455487, -0.140345, -0.472650, 0.132500, 0.000000, -0.048748
0.280000, 0.079806, -3.399753, -0.145119, -0.465026, 0.130000, 0.000000, -0.049806
0.290000, 0.078317, -3.343984, -0.149815, -0.457398, 0.127500, 0.000000, -0.050817
0.300000, 0.076781, -3.288203, -0.154435, -0.449768, 0.125000, 0.000000, -0.051781
0.310000, 0.075198, -3.232435, -0.158978, -0.442140, 0.122500, 0.000000, -0.052698
0.320000, 0.073570, -3.176702, -0.163443, -0.434517, 0.120000, 0.000000, -0.053570
0.330000, 0.071898, -3.121029, -0.167832, -0.426901, 0.117500, 0.000000, -0.054398
0.340000, 0.070181, -3.065436, -0.172144, -0.419297, 0.115000, 0.000000, -0.055181
0.350000, 0.068421, -3.009946, -0.176379, -0.411707, 0.112500, 0.000000, -0.055921
0.360000, 0.066619, -2.954579, -0.180537, -0.404134, 0.110000, 0.000000, -0.056619
0.370000, 0.064775, -2.899355, -0.184619, -0.396580, 0.107500, 0.000000, -0.057275
0.380000, 0.062890, -2.844296, -0.188624, -0.389049, 0.105000, 0.000000, -0.057890
0.390000, 0.060966, -2.789418, -0.192554, -0.381542, 0.102500, 0.000000, -0.058466
0.400000, 0.059002, -2.734743, -0.196407, -0.374064, 0.100000, 0.000000, -0.059002
0.410000, 0.056999, -2.680286, -0.200185, -0.366615, 0.097500, 0.000000, -0.059499
0.420000, 0.054959, -2.626067, -0.203888, -0.359199, 0.095000, 0.000000, -0.059959
0.430000, 0.052881, -2.572102, -0.207516, -0.351817, 0.092500, 0.000000, -0.060381
0.440000, 0.050768, -2.518407, -0.211069, -0.344473, 0.090000, 0.000000, -0.060768
0.450000, 0.048618, -2.464999, -0.214548, -0.337167, 0.087500, 0.000000, -0.061118
0.460000, 0.046434, -2.411893, -0.217954, -0.329903, 0.085000, 0.000000, -0.061434
0.470000, 0.044216, -2.359103, -0.221286, -0.322682, 0.082500, 0.000000, -0.061716
0.480000, 0.041965, -2.306645, -0.224545, -0.315507, 0.080000, 0.000000, -0.061965
0.490000, 0.039681, -2.254532, -0.227732, -0.308379, 0.077500, 0.000000, -0.062181
0.500000, 0.037366, -2.202777, -0.230846, -0.301300, 0.075000, 0.000000, -0.062366
0.510000, 0.035019, -2.151394, -0.233889, -0.294271, 0.072500, 0.000000, -0.062519
0.520000, 0.032642, -2.100394, -0.236861, -0.287295, 0.070000, 0.000000, -0.062642
0.530000, 0.030235, -2.049791, -0.239763, -0.280374, 0.067500, 0.000000, -0.062735
0.540000, 0.027799, -1.999594, -0.242595, -0.273507, 0.065000, 0.000000, -0.062799
0.550000, 0.025335, -1.949816, -0.245357, -0.266699, 0.062500, 0.000000, -0.062835
0.560000, 0.022844, -1.900467, -0.248051, -0.259948, 0.060000, 0.000000, -0.062844
0.570000, 0.020325, -1.851557, -0.250676, -0.253258, 0.057500, 0.000000, -0.062825
0.580000, 0.017780, -1.803095, -0.253234, -0.246630, 0.055000, 0.000000, -0.062780
0.590000, 0.015210, -1.755091, -0.255725, -0.240063, 0.052500, 0.000000, -0.062710
0.600000, 0.012615, -1.707554, -0.258150, -0.233561, 0.050000, 0.000000, -0.062615
0.610000, 0.009996, -1.660492, -0.260509, -0.227124, 0.047500, 0.000000, -0.062496
0.620000, 0.007354, -1.613913, -0.262803, -0.220753, 0.045000, 0.000000, -0.062354
0.630000, 0.004688, -1.567824, -0.265032, -0.214448, 0.042500, 0.000000, -0.062188
0.640000, 0.002001, -1.522233, -0.267198, -0.208212, 0.040000, 0.000000, -0.062001
0.650000, -0.000709, 12.000000, -0.269301, 1.641398, 0.037500, 1.000000, 0.037500
0.660000, -0.003346, 12.000000, -0.252723, 1.641398, 1.000000, 1.000000, 1.002637
0.670000, -0.005815, 12.000000, -0.236145, 1.641398, 1.000000, 1.000000, 1.005107
0.680000, -0.008118, 12.000000, -0.219567, 1.641397, 1.000000, 1.000000, 1.007409
0.690000, -0.010252, 12.000000, -0.202989, 1.641397, 1.000000, 1.000000, 1.009544
0.700000, -0.012220, 12.000000, -0.186411, 1.641397, 1.000000, 1.000000, 1.011511
0.710000, -0.014019, 12.000000, -0.169833, 1.641397, 1.000000, 1.000000, 1.013311
0.720000, -0.015652, 12.000000, -0.153255, 1.641397, 1.000000, 1.000000, 1.014943
0.730000, -0.017117, 12.000000, -0.136676, 1.641396, 1.000000, 1.000000, 1.016408
0.740000, -0.018414, 12.000000, -0.120098, 1.641396, 1.000000, 1.000000, 1.017706
0.750000, -0.019544, 12.000000, -0.103520, 1.641396, 1.000000, 1.000000, 1.018836
0.760000, -0.020507, 12.000000, -0.086942, 1.641396, 1.000000, 1.000000, 1.019798
0.770000, -0.021302, 12.000000, -0.070364, 1.641396, 1.000000, 1.000000, 1.020594
0.780000, -0.021930, 12.000000, -0.053786, 1.641395, 1.000000, 1.000000, 1.021221
0.790000, -0.022390, 12.000000, -0.037208, 1.641395, 1.000000, 1.000000, 1.021682
0.800000, -0.022683, 12.000000, -0.020630, 1.641395, 1.000000, 1.000000, 1.021975
0.810000, -0.022809, 12.000000, -0.004052, 1.641395, 1.000000, 1.000000, 1.022100
0.820000, -0.022767, 12.000000, 0.012526, 1.641395, 1.000000, 1.000000, 1.022058
0.830000, -0.022557, 12.000000, 0.029104, 1.641394, 1.000000, 1.000000, 1.021849
0.840000, -0.022181, 12.000000, 0.045683, 1.641394, 1.000000, 1.000000, 1.021472
0.850000, -0.021636, 12.000000, 0.062261, 1.641394, 1.000000, 1.000000, 1.020928
0.860000, -0.020925, 12.000000, 0.078839, 1.641394, 1.000000, 1.000000, 1.020216
0.870000, -0.020045, 12.000000, 0.095417, 1.641394, 1.000000, 1.000000, 1.019337
0.880000, -0.018999, 12.000000, 0.111995, 1.641394, 1.000000, 1.000000, 1.018290
0.890000, -0.017785, 12.000000, 0.128573, 1.641393, 1.000000, 1.000000, 1.017076
0.900000, -0.016403, 12.000000, 0.145151, 1.641393, 1.000000, 1.000000, 1.015695
0.910000, -0.014854, 12.000000, 0.161729, 1.641393, 1.000000, 1.000000, 1.014146
0.920000, -0.013138, 12.000000, 0.178307, 1.641393, 1.000000, 1.000000, 1.012429
0.930000, -0.011254, 12.000000, 0.194885, 1.641393, 1.000000, 1.000000, 1.010546
0.940000, -0.009203, 12.000000, 0.211463, 1.641392, 1.000000, 1.000000, 1.008494
0.950000, -0.006984, 12.000000, 0.228041, 1.641392, 1.000000, 1.000000, 1.006276
0.960000, -0.004598, 12.000000, 0.244619, 1.641392, 1.000000, 1.000000, 1.003890
0.970000, -0.002045, 12.000000, 0.261197, 1.641392, 1.000000, 1.000000, 1.001336
0.980000, 0.000676, 12.000000, 0.277776, 1.641392, 1.000000, 0.000000, 0.998615
0.990000, 0.003565, 12.000000, 0.294354, 1.641391, 1.000000, 0.000000, 0.995727
1.000000, 0.006621, 12.000000, 0.310932, 1.641391, 1.000000, 0.000000, 0.992671
1.010000, 0.009844, 12.000000, 0.327510, 1.641391, 1.000000, 0.000000, 0.989447
1.020000, 0.013235, 12.000000, 0.344088, 1.641391, 1.000000, 0.000000, 0.986057
1.030000, 0.016793, 12.000000, 0.360666, 1.641391, 1.000000, 0.000000, 0.982499
1.040000, 0.020518, 12.000000, 0.377244, 1.641390, 1.000000, 0.000000, 0.978773
1.050000, 0.024411, 12.000000, 0.393822, 1.641390, 1.000000, 0.000000, 0.974880
1.060000, 0.028472, 12.000000, 0.410400, 1.641390, 1.000000, 0.000000, 0.970819
1.070000, 0.032700, 12.000000, 0.426978, 1.641390, 1.000000, 0.000000, 0.966591
1.080000, 0.037095, 12.000000, 0.443556, 1.641390, 1.000000, 0.000000, 0.962196
1.090000, 0.041658, 12.000000, 0.460134, 1.641389, 1.000000, 0.000000, 0.957633
1.100000, 0.046388, 12.000000, 0.476712, 1.641389, 1.000000, 0.000000, 0.952903
1.110000, 0.051286, 12.000000, 0.493290, 1.641389, 1.000000, 0.000000, 0.948005
1.120000, 0.056351, 12.000000, 0.509868, 1.641389, 1.000000, 0.000000, 0.942940
1.130000, 0.061584, 12.000000, 0.526446, 1.641389, 1.000000, 0.000000, 0.937708
1.140000, 0.066984, 12.000000, 0.543024, 1.641388, 1.000000, 0.000000, 0.932308
1.150000, 0.072551, 12.000000, 0.559602, 1.641388, 1.000000, 0.000000, 0.926740
1.160000, 0.078286, 12.000000, 0.576180, 1.641388, 1.000000, 0.000000, 0.921005
1.170000, 0.084188, 12.000000, 0.592758, 1.641388, 1.000000, 0.000000, 0.915103
1.180000, 0.090258, 12.000000, 0.609336, 1.641388, 1.000000, 0.000000, 0.909033
1.190000, 0.096495, 12.000000, 0.625914, 1.641387, 1.000000, 0.000000, 0.902796
1.200000, 0.102900, 12.000000, 0.642492, 1.641387, 1.000000, 0.000000, 0.896392
1.210000, 0.109472, 12.000000, 0.659070, 1.641387, 1.000000, 0.000000, 0.889819
1.220000, 0.116211, 12.000000, 0.675648, 1.641387, 1.000000, 0.000000, 0.883080
1.230000, 0.123118, 12.000000, 0.692226, 1.641387, 1.000000, 0.000000, 0.876173
1.240000, 0.130193, 12.000000, 0.708804, 1.641386, 1.000000, 0.000000, 0.869099
1.250000, 0.137434, 12.000000, 0.725382, 1.641386, 1.000000, 0.000000, 0.861857
1.260000, 0.144844, 12.000000, 0.741960, 1.641386, 1.000000, 0.000000, 0.854448
1.270000, 0.152420, 11.768087, 0.758538, 1.609664, 1.000000, 0.000000, 0.846871
1.280000, 0.160163, 11.237307, 0.774796, 1.537062, 1.000000, 0.000000, 0.839128
1.290000, 0.168066, 10.711251, 0.790320, 1.465107, 1.000000, 0.000000, 0.831225
1.300000, 0.176122, 10.193873, 0.805118, 1.394338, 1.000000, 0.000000, 0.823169
1.310000, 0.184324, 9.685223, 0.819201, 1.324763, 1.000000, 0.000000, 0.814967
1.320000, 0.192665, 9.185297, 0.832581, 1.256382, 1.000000, 0.000000, 0.806626
1.330000, 0.201138, 8.694087, 0.845270, 1.189192, 1.000000, 0.000000, 0.798154
1.340000, 0.209735, 8.211582, 0.857281, 1.123194, 1.000000, 0.000000, 0.789556
1.350000, 0.218450, 7.737766, 0.868625, 1.058384, 1.000000, 0.000000, 0.780841
1.360000, 0.227277, 7.272622, 0.879315, 0.994760, 1.000000, 0.000000, 0.772015
1.370000, 0.236208, 6.816127, 0.889362, 0.932319, 1.000000, 0.000000, 0.763083
1.380000, 0.245238, 6.368258, 0.898778, 0.871058, 1.000000, 0.000000, 0.754054
1.390000, 0.254359, 5.928987, 0.907576, 0.810973, 1.000000, 0.000000, 0.744932
1.400000, 0.263567, 5.498282, 0.915767, 0.752060, 1.000000, 0.000000, 0.735724
1.410000, 0.272854, 5.076111, 0.923363, 0.694314, 1.000000, 0.000000, 0.726437
1.420000, 0.282215, 4.662438, 0.930375, 0.637731, 1.000000, 0.000000, 0.717076
1.430000, 0.291644, 4.257223, 0.936816, 0.582304, 1.000000, 0.000000, 0.707647
1.440000, 0.301135, 3.860425, 0.942698, 0.528029, 1.000000, 0.000000, 0.698156
1.450000, 0.310683, 3.471999, 0.948031, 0.474899, 1.000000, 0.000000, 0.688608
1.460000, 0.320282, 3.091900, 0.952827, 0.422908, 1.000000, 0.000000, 0.679009
1.470000, 0.329927, 2.720079, 0.957099, 0.372049, 1.000000, 0.000000, 0.669364
1.480000, 0.339613, 2.356484, 0.960856, 0.322315, 1.000000, 0.000000, 0.659679
1.490000, 0.349334, 2.001062, 0.964112, 0.273700, 1.000000, 0.000000, 0.649958
1.500000, 0.359085, 1.653758, 0.966876, 0.226194, 1.000000, 0.000000, 0.640206
1.510000, 0.368862, 1.314514, 0.969161, 0.179792, 1.000000, 0.000000, 0.630429
1.520000, 0.378660, 0.983270, 0.970977, 0.134483, 1.000000, 0.000000, 0.620632
1.530000, 0.388473, 0.659966, 0.972335, 0.090261, 1.000000, 0.000000, 0.610818
1.540000, 0.398298, 0.344538, 0.973246, 0.047116, 1.000000, 0.000000, 0.600993
1.550000, 0.408130, 0.036922, 0.973722, 0.005039, 1.000000, 0.000000, 0.591161
1.560000, 0.417965, -0.262950, 0.973773, -0.035979, 1.000000, 0.000000, 0.581326
1.570000, 0.427799, -0.555146, 0.973410, -0.075946, 1.000000, 0.000000, 0.571493
1.580000, 0.437626, -0.839734, 0.972643, -0.114873, 1.000000, 0.000000, 0.561665
1.590000, 0.447444, -1.116788, 0.971483, -0.152769, 1.000000, 0.000000, 0.551847
1.600000, 0.457248, -1.386378, 0.969940, -0.189644, 1.000000, 0.000000, 0.542043
1.610000, 0.467035, -1.648579, 0.968024, -0.225509, 1.000000, 0.000000, 0.532256
1.620000, 0.476801, -1.903467, 0.965747, -0.260373, 1.000000, 0.000000, 0.522490
1.630000, 0.486542, -2.151117, 0.963117, -0.294247, 1.000000, 0.000000, 0.512750
1.640000, 0.496254, -2.391607, 0.960145, -0.327142, 1.000000, 0.000000, 0.503037
1.650000, 0.505935, -2.625016, 0.956841, -0.359069, 1.000000, 0.000000, 0.493356
1.660000, 0.515581, -2.851424, 0.953214, -0.390037, 1.000000, 0.000000, 0.483710
1.670000, 0.525189, -3.070910, 0.949275, -0.420059, 1.000000, 0.000000, 0.474102
1.680000, 0.534755, -3.283557, 0.945032, -0.449146, 1.000000, 0.000000, 0.464536
1.690000, 0.544278, -3.489447, 0.940496, -0.477308, 1.000000, 0.000000, 0.455014
1.700000, 0.553753, -3.688663, 0.935675, -0.504557, 1.000000, 0.000000, 0.445539
1.710000, 0.563177, -3.881289, 0.930579, -0.530905, 1.000000, 0.000000, 0.436114
1.720000, 0.572549, -4.067409, 0.925217, -0.556363, 1.000000, 0.000000, 0.426742
1.730000, 0.581866, -4.247109, 0.919598, -0.580943, 1.000000, 0.000000, 0.417425
1.740000, 0.591125, -4.420475, 0.913730, -0.604656, 1.000000, 0.000000, 0.408167
1.750000, 0.600323, -4.587592, 0.907623, -0.627515, 1.000000, 0.000000, 0.398969
1.760000, 0.609458, -4.748547, 0.901285, -0.649531, 1.000000, 0.000000, 0.389833
1.770000, 0.618528, -4.903428, 0.894725, -0.670716, 1.000000, 0.000000, 0.380763
1.780000, 0.627531, -5.052323, 0.887951, -0.691082, 1.000000, 0.000000, 0.371760
1.790000, 0.636464, -5.195318, 0.880971, -0.710641, 1.000000, 0.000000, 0.362827
1.800000, 0.645326, -5.332502, 0.873793, -0.729405, 1.000000, 0.000000, 0.353965
1.810000, 0.654115, -5.463965, 0.866426, -0.747387, 1.000000, 0.000000, 0.345176
1.820000, 0.662828, -5.589793, 0.858878, -0.764598, 1.000000, 0.000000, 0.336463
1.830000, 0.671464, -5.710076, 0.851155, -0.781051, 1.000000, 0.000000, 0.327827
1.840000, 0.680021, -5.824903, 0.843267, -0.796757, 1.000000, 0.000000, 0.319270
1.850000, 0.688498, -5.934363, 0.835219, -0.811729, 1.000000, 0.000000, 0.310793
1.860000, 0.696893, -6.038545, 0.827021, -0.825979, 1.000000, 0.000000, 0.302399
1.870000, 0.705204, -6.137538, 0.818678, -0.839520, 1.000000, 0.000000, 0.294087
1.880000, 0.713430, -6.231430, 0.810199, -0.852363, 1.000000, 0.000000, 0.285861
1.890000, 0.721570, -6.320311, 0.801590, -0.864520, 1.000000, 0.000000, 0.277721
1.900000, 0.729623, -6.404269, 0.792859, -0.876004, 1.000000, 0.000000, 0.269669
1.910000, 0.737586, -6.483392, 0.784011, -0.886826, 1.000000, 0.000000, 0.261705
1.920000, 0.745460, -6.557770, 0.775054, -0.897000, 1.000000, 0.000000, 0.253831
1.930000, 0.753243, -6.627491, 0.765995, -0.906536, 1.000000, 0.000000, 0.246049
1.940000, 0.760934, -6.692642, 0.756839, -0.915448, 1.000000, 0.000000, 0.238358
1.950000, 0.768531, -6.753310, 0.747593, -0.923746, 1.000000, 0.000000, 0.230760
1.960000, 0.776035, -6.809584, 0.738263, -0.931443, 1.000000, 0.000000, 0.223256
1.970000, 0.783445, -6.861551, 0.728855, -0.938551, 1.000000, 0.000000, 0.215847
1.980000, 0.790759, -6.909296, 0.719376, -0.945082, 1.000000, 0.000000, 0.208533
1.990000, 0.797977, -6.952906, 0.709830, -0.951047, 1.000000, 0.000000, 0.201315
2.000000, 0.805098, -6.992468, 0.700225, -0.956458, 1.000000, 0.000000, 0.194193
2.010000, 0.812122, -7.028066, 0.690565, -0.961327, 1.000000, 0.000000, 0.187169
2.020000, 0.819048, -7.059785, 0.680855, -0.965666, 1.000000, 0.000000, 0.180243
2.030000, 0.825876, -7.087710, 0.671102, -0.969485, 1.000000, 0.000000, 0.173415
2.040000, 0.832605, -7.111924, 0.661310, -0.972797, 1.000000, 0.000000, 0.166686
2.050000, 0.839235, -7.132511, 0.651485, -0.975613, 1.000000, 0.000000, 0.160056
2.060000, 0.845766, -7.149554, 0.641631, -0.977944, 1.000000, 0.000000, 0.153525
2.070000, 0.852197, -7.163135, 0.631754, -0.979802, 1.000000, 0.000000, 0.147094
2.080000, 0.858528, -7.173335, 0.621858, -0.981197, 1.000000, 0.000000, 0.140763
2.090000, 0.864760, -7.180235, 0.611948, -0.982141, 1.000000, 0.000000, 0.134532
2.100000, 0.870891, -7.183916, 0.602028, -0.982644, 1.000000, 0.000000, 0.128401
2.110000, 0.876922, -7.184458, 0.592104, -0.982718, 1.000000, 0.000000, 0.122370
2.120000, 0.882852, -7.181938, 0.582178, -0.982373, 1.000000, 0.000000, 0.116439
2.130000, 0.888683, -7.176437, 0.572256, -0.981621, 1.000000, 0.000000, 0.110609
2.140000, 0.894413, -7.168030, 0.562342, -0.980471, 1.000000, 0.000000, 0.104879
2.150000, 0.900043, -7.156796, 0.552439, -0.978934, 1.000000, 0.000000, 0.099248
2.160000, 0.905573, -7.142809, 0.542552, -0.977021, 1.000000, 0.000000, 0.093718
2.170000, 0.911004, -7.126146, 0.532684, -0.974741, 1.000000, 0.000000, 0.088288
2.180000, 0.916334, -7.106881, 0.522839, -0.972106, 1.000000, 0.000000, 0.082957
2.190000, 0.921566, -7.085088, 0.513021, -0.969125, 1.000000, 0.000000, 0.077725
2.200000, 0.926699, -7.060840, 0.503233, -0.965808, 1.000000, 0.000000, 0.072593
2.210000, 0.931732, -7.034209, 0.493478, -0.962165, 1.000000, 0.000000, 0.067559
2.220000, 0.936668, -7.005267, 0.483760, -0.958206, 1.000000, 0.000000, 0.062623
2.230000, 0.941506, -6.974083, 0.474082, -0.953941, 1.000000, 0.000000, 0.057786
2.240000, 0.946246, -6.940729, 0.464447, -0.949379, 1.000000, 0.000000, 0.053046
2.250000, 0.950889, -6.905272, 0.454859, -0.944529, 1.000000, 0.000000, 0.048403
2.260000, 0.955435, -6.867781, 0.445319, -0.939400, 1.000000, 0.000000, 0.043856
2.270000, 0.959885, -6.828323, 0.435831, -0.934003, 1.000000, 0.000000, 0.039406
2.280000, 0.964240, -6.786965, 0.426398, -0.928346, 1.000000, 0.000000, 0.035051
2.290000, 0.968500, -6.743771, 0.417021, -0.922438, 1.000000, 0.000000, 0.030792
2.300000, 0.972665, -6.698807, 0.407705, -0.916287, 1.000000, 0.000000, 0.026626
2.310000, 0.976737, -6.652137, 0.398450, -0.909903, 1.000000, 0.000000, 0.022555
2.320000, 0.980715, -6.603822, 0.389260, -0.903295, 1.000000, 0.000000, 0.018576
2.330000, 0.984601, -6.553925, 0.380137, -0.896469, 1.000000, 0.000000, 0.014690
2.340000, 0.988395, -6.502508, 0.371082, -0.889436, 1.000000, 0.000000, 0.010896
2.350000, 0.992098, -6.449630, 0.362099, -0.882203, 1.000000, 0.000000, 0.007193
2.360000, 0.995711, -6.395350, 0.353189, -0.874779, 1.000000, 0.000000, 0.003581
2.370000, 0.999234, -6.339728, 0.344354, -0.867170, 1.000000, 0.000000, 0.000058
2.380000, 1.002668, -6.282820, 0.335595, -0.859386, 1.000000, 0.000000, -0.003377
2.390000, 1.006014, -6.224683, 0.326915, -0.851434, 1.000000, 0.000000, -0.006723
2.400000, 1.009273, -6.165372, 0.318316, -0.843321, 1.000000, 0.000000, -0.009982
2.410000, 1.012445, -6.104943, 0.309798, -0.835055, 1.000000, 0.000000, -0.013154
2.420000, 1.015532, -6.043449, 0.301364, -0.826644, 1.000000, 0.000000, -0.016241
2.430000, 1.018534, -5.980944, 0.293015, -0.818094, 1.000000, 0.000000, -0.019243
2.440000, 1.021452, -5.917478, 0.284752, -0.809413, 1.000000, 0.000000, -0.022161
2.450000, 1.024287, -5.853104, 0.276577, -0.800608, 1.000000, 0.000000, -0.024996
2.460000, 1.027040, -5.787872, 0.268491, -0.791685, 1.000000, 0.000000, -0.027749
2.470000, 1.029712, -5.721830, 0.260495, -0.782652, 1.000000, 0.000000, -0.030421
2.480000, 1.032304, -5.655028, 0.252590, -0.773514, 1.000000, 0.000000, -0.033012
2.490000, 1.034816, -5.587513, 0.244778, -0.764279, 1.000000, 0.000000, -0.035524
2.500000, 1.037249, -5.519331, 0.237059, -0.754953, 1.000000, 0.000000, -0.037958
2.510000, 1.039606, -5.450529, 0.229434, -0.745542, 1.000000, 0.000000, -0.040314
2.520000, 1.041885, -5.381150, 0.221904, -0.736052, 1.000000, 0.000000, -0.042594
2.530000, 1.044089, -5.311240, 0.214470, -0.726489, 1.000000, 0.000000, -0.044798
2.540000, 1.046219, -5.240840, 0.207132, -0.716860, 1.000000, 0.000000, -0.046927
2.550000, 1.048275, -5.169994, 0.199892, -0.707169, 1.000000, 0.000000, -0.048983
2.560000, 1.050258, -5.098742, 0.192749, -0.697423, 1.000000, 0.000000, -0.050966
2.570000, 1.052169, -5.027126, 0.185705, -0.687627, 1.000000, 0.000000, -0.052878
2.580000, 1.054010, -4.955184, 0.178760, -0.677787, 1.000000, 0.000000, -0.054719
2.590000, 1.055781, -4.882955, 0.171915, -0.667907, 1.000000, 0.000000, -0.056490
2.600000, 1.057484, -4.810478, 0.165169, -0.657993, 1.000000, 0.000000, -0.058193
2.610000, 1.059119, -4.737788, 0.158523, -0.648050, 1.000000, 0.000000, -0.059828
2.620000, 1.060687, -4.664924, 0.151978, -0.638084, 1.000000, 0.000000, -0.061396
2.630000, 1.062190, -4.591918, 0.145533, -0.628098, 1.000000, 0.000000, -0.062899
2.640000, 1.063628, -4.518808, 0.139189, -0.618097, 1.000000, 0.000000, -0.064337
2.650000, 1.065003, -4.445625, 0.132947, -0.608087, 1.000000, 0.000000, -0.065712
2.660000, 1.066315, -4.372402, 0.126805, -0.598071, 1.000000, 0.000000, -0.067024
2.670000, 1.067565, -4.299173, 0.120764, -0.588055, 1.000000, 0.000000, -0.068274
2.680000, 1.068755, -4.225967, 0.114825, -0.578041, 1.000000, 0.000000, -0.069464
2.690000, 1.069886, -4.152816, 0.108987, -0.568036, 1.000000, 0.000000, -0.070595
2.700000, 1.070958, -4.079750, 0.103250, -0.558041, 1.000000, 0.000000, -0.071667
2.710000, 1.071973, -4.006796, 0.097614, -0.548062, 1.000000, 0.000000, -0.072681
2.720000, 1.072931, -3.933983, 0.092078, -0.538103, 1.000000, 0.000000, -0.073640
2.730000, 1.073834, -3.861339, 0.086643, -0.528166, 1.000000, 0.000000, -0.074542
2.740000, 1.074682, -3.788889, 0.081309, -0.518256, 1.000000, 0.000000, -0.075391
2.750000, 1.075477, -3.716661, 0.076074, -0.508377, 1.000000, 0.000000, -0.076186
2.760000, 1.076220, -3.644678, 0.070940, -0.498530, 1.000000, 0.000000, -0.076929
2.770000, 1.076911, -3.572965, 0.065905, -0.488721, 1.000000, 0.000000, -0.077620
2.780000, 1.077552, -3.501547, 0.060969, -0.478952, 1.000000, 0.000000, -0.078261
2.790000, 1.078144, -3.430444, 0.056131, -0.469227, 1.000000, 0.000000, -0.078852
2.800000, 1.078687, -3.359681, 0.051392, -0.459548, 1.000000, 0.000000, -0.079396
2.810000, 1.079183, -3.289278, 0.046750, -0.449918, 1.000000, 0.000000, -0.079892
2.820000, 1.079632, -3.219256, 0.042206, -0.440340, 1.000000, 0.000000, -0.080341
2.830000, 1.080036, -3.149635, 0.037759, -0.430817, 1.000000, 0.000000, -0.080745
2.840000, 1.080396, -3.080435, 0.033408, -0.421351, 1.000000, 0.000000, -0.081105
2.850000, 1.080712, -3.011673, 0.029152, -0.411946, 1.000000, 0.000000, -0.081421
2.860000, 1.080986, -2.943370, 0.024991, -0.402603, 1.000000, 0.000000, -0.081694
2.870000, 1.081218, -2.875541, 0.020925, -0.393325, 1.000000, 0.000000, -0.081926
2.880000, 1.081409, -2.808203, 0.016952, -0.384114, 1.000000, 0.000000, -0.082118
2.890000, 1.081561, -2.741374, 0.013073, -0.374973, 1.000000, 0.000000, -0.082270
2.900000, 1.081674, -2.675067, 0.009286, -0.365904, 1.000000, 0.000000, -0.082383
2.910000, 1.081750, -2.609299, 0.005590, -0.356908, 1.000000, 0.000000, -0.082458
2.920000, 1.081788, -2.544083, 0.001985, -0.347987, 1.000000, 0.000000, -0.082497
2.930000, 1.081790, -2.479434, -0.001529, -0.339144, 1.000000, 0.000000, -0.082499
2.940000, 1.081758, -2.415364, -0.004955, -0.330380, 1.000000, 0.000000, -0.082467
2.950000, 1.081691, -2.351886, -0.008292, -0.321698, 1.000000, 0.000000, -0.082400
2.960000, 1.081591, -2.289012, -0.011541, -0.313098, 1.000000, 0.000000, -0.082300
